movies,categories,run_time,screen_time,n_movies
1000,37,"[21, 30]","[28, 28]","[12, 12]"
9550,28,"[60, 185]","[24, 25]","[11, 13]"
9190,5,"[75, 89]","[24, 24]","[10, 10]"
9730,16,"[86, 103]","[26, 26]","[13, 13]"
6940,23,"[103, 169]","[24, 25]","[12, 16]"
1540,9,"[29, 36]","[25, 25]","[12, 12]"
6940,37,"[16, 26]","[26, 26]","[12, 12]"
5950,12,"[16, 28]","[26, 26]","[13, 13]"
8200,23,"[46, 54]","[26, 26]","[13, 13]"
9550,14,"[166, 188]","[26, 26]","[15, 15]"
8830,40,"[64, 217]","[24, 26]","[14, 15]"
7570,1,"[1, 15]","[6, 6]","[2, 2]"
640,47,"[38, 44]","[24, 24]","[12, 12]"
8200,37,"[258, 293]","[25, 25]","[13, 13]"
3340,13,"[24, 99]","[24, 25]","[10, 13]"
9100,9,"[39, 47]","[24, 24]","[11, 11]"
5770,42,"[111, 126]","[24, 24]","[12, 12]"
3430,36,"[42, 55]","[25, 25]","[8, 8]"
6310,11,"[46, 72]","[24, 26]","[11, 12]"
1270,30,"[26, 33]","[26, 26]","[11, 11]"
9640,5,"[59, 74]","[25, 25]","[14, 14]"
2260,15,"[61, 78]","[26, 26]","[16, 16]"
9190,38,"[11, 21]","[27, 27]","[10, 10]"
4870,28,"[17, 26]","[25, 25]","[11, 11]"
7030,50,"[144, 158]","[24, 24]","[11, 11]"
7030,44,"[57, 190]","[24, 24]","[13, 13]"
9910,46,"[113, 135]","[24, 24]","[15, 15]"
2980,41,"[49, 58]","[25, 25]","[14, 14]"
8470,12,"[51, 69]","[25, 25]","[10, 12]"
8380,8,"[64, 80]","[24, 24]","[13, 13]"
1270,24,"[29, 41]","[26, 26]","[17, 17]"
3430,22,"[117, 141]","[26, 26]","[13, 13]"
4870,14,"[33, 95]","[24, 26]","[11, 15]"
2260,29,"[30, 40]","[24, 24]","[15, 15]"
3970,5,"[125, 145]","[24, 24]","[12, 12]"
9190,10,"[194, 212]","[25, 25]","[12, 12]"
280,43,"[15, 24]","[23, 27]","[11, 14]"
6310,39,"[38, 48]","[25, 25]","[13, 13]"
5410,40,"[10, 19]","[25, 25]","[10, 10]"
1270,18,"[26, 38]","[25, 25]","[12, 12]"
9190,11,"[48, 61]","[24, 26]","[12, 15]"
3970,4,"[84, 99]","[26, 26]","[15, 15]"
1270,19,"[50, 60]","[24, 24]","[14, 14]"
6310,38,"[86, 102]","[25, 25]","[12, 12]"
5410,41,"[117, 163]","[26, 26]","[10, 11]"
280,42,"[19, 25]","[25, 25]","[12, 12]"
2260,28,"[32, 41]","[26, 26]","[11, 11]"
4870,15,"[46, 58]","[27, 27]","[16, 16]"
8470,13,"[126, 167]","[24, 25]","[13, 14]"
2980,40,"[54, 77]","[26, 26]","[13, 13]"
9910,47,"[69, 87]","[26, 26]","[10, 10]"
7030,45,"[56, 95]","[24, 24]","[12, 12]"
3430,23,"[25, 37]","[24, 24]","[11, 11]"
1270,25,"[26, 40]","[25, 25]","[11, 11]"
8380,9,"[143, 163]","[28, 28]","[13, 13]"
1270,31,"[62, 73]","[23, 24]","[11, 12]"
6310,10,"[28, 38]","[25, 25]","[9, 9]"
3430,37,"[64, 79]","[25, 25]","[12, 12]"
5770,43,"[69, 80]","[25, 25]","[12, 12]"
4870,29,"[75, 114]","[26, 27]","[13, 13]"
9190,39,"[257, 293]","[26, 26]","[13, 13]"
2260,14,"[57, 70]","[28, 28]","[15, 15]"
9640,4,"[11, 77]","[24, 26]","[10, 12]"
9100,8,"[56, 67]","[25, 25]","[14, 14]"
8200,36,"[90, 104]","[24, 24]","[11, 11]"
3340,12,"[20, 54]","[25, 25]","[10, 12]"
8830,41,"[142, 168]","[25, 25]","[10, 10]"
9550,15,"[80, 94]","[26, 26]","[12, 12]"
8200,22,"[52, 139]","[25, 27]","[11, 12]"
640,46,"[14, 21]","[24, 24]","[11, 11]"
6940,36,"[50, 63]","[25, 25]","[15, 15]"
5950,13,"[37, 48]","[24, 24]","[12, 12]"
9550,29,"[25, 110]","[24, 26]","[11, 12]"
1540,8,"[35, 47]","[25, 25]","[14, 14]"
6940,22,"[191, 204]","[24, 24]","[14, 14]"
9730,17,"[76, 140]","[25, 26]","[12, 14]"
9190,4,"[51, 64]","[24, 24]","[14, 14]"
550,38,"[20, 26]","[27, 27]","[15, 15]"
7660,8,"[13, 21]","[26, 26]","[10, 10]"
1000,36,"[22, 49]","[24, 24]","[12, 13]"
2800,8,"[61, 69]","[25, 25]","[12, 12]"
3790,13,"[96, 114]","[24, 24]","[15, 15]"
7480,29,"[63, 78]","[25, 25]","[12, 12]"
5500,44,"[63, 110]","[24, 25]","[11, 12]"
5500,50,"[9, 22]","[24, 24]","[9, 9]"
730,12,"[36, 49]","[23, 23]","[12, 12]"
1000,22,"[22, 30]","[26, 26]","[13, 13]"
8110,48,"[136, 203]","[24, 25]","[12, 13]"
4960,10,"[36, 44]","[24, 24]","[12, 12]"
9730,8,"[68, 81]","[24, 24]","[12, 12]"
4960,38,"[78, 106]","[24, 25]","[13, 15]"
7120,40,"[69, 85]","[27, 27]","[11, 11]"
7390,49,"[139, 150]","[25, 25]","[12, 12]"
2890,45,"[39, 50]","[26, 26]","[15, 15]"
8560,16,"[24, 35]","[25, 27]","[10, 12]"
7480,15,"[85, 115]","[26, 26]","[12, 12]"
1360,20,"[41, 50]","[27, 27]","[14, 14]"
3520,26,"[12, 69]","[24, 25]","[9, 14]"
9640,43,"[16, 29]","[25, 25]","[11, 11]"
3520,32,"[82, 90]","[25, 25]","[13, 13]"
1360,34,"[50, 58]","[25, 25]","[16, 16]"
550,10,"[29, 38]","[22, 25]","[8, 13]"
8740,1,"[2, 14]","[12, 12]","[4, 4]"
2890,4,"[82, 100]","[26, 26]","[16, 16]"
190,28,"[14, 21]","[24, 24]","[10, 10]"
910,42,"[24, 34]","[25, 25]","[12, 12]"
3250,17,"[35, 49]","[26, 27]","[13, 13]"
8920,50,"[84, 100]","[25, 25]","[13, 13]"
4330,36,"[39, 50]","[24, 24]","[12, 12]"
8920,44,"[48, 65]","[25, 27]","[11, 14]"
4330,22,"[100, 115]","[25, 25]","[14, 14]"
2170,42,"[34, 45]","[25, 25]","[12, 12]"
6850,33,"[175, 182]","[25, 25]","[12, 12]"
9280,47,"[40, 142]","[25, 26]","[11, 13]"
4150,34,"[35, 41]","[26, 26]","[12, 12]"
190,14,"[13, 25]","[24, 24]","[14, 14]"
7120,4,"[36, 50]","[23, 23]","[11, 11]"
4150,20,"[69, 118]","[26, 26]","[11, 12]"
4420,42,"[33, 41]","[25, 25]","[13, 13]"
6850,27,"[153, 183]","[27, 27]","[11, 11]"
820,22,"[39, 43]","[27, 27]","[13, 13]"
190,7,"[14, 19]","[22, 23]","[11, 11]"
3610,15,"[34, 45]","[24, 24]","[12, 12]"
3880,37,"[44, 55]","[26, 26]","[12, 12]"
10000,48,"[60, 73]","[27, 27]","[12, 12]"
6130,32,"[69, 226]","[24, 26]","[12, 17]"
1180,30,"[53, 62]","[24, 24]","[13, 13]"
9100,12,"[119, 133]","[28, 28]","[12, 12]"
8650,25,"[122, 146]","[24, 26]","[13, 14]"
3070,7,"[60, 72]","[24, 24]","[13, 13]"
2530,40,"[82, 120]","[26, 26]","[12, 12]"
8650,31,"[124, 151]","[26, 26]","[10, 10]"
7660,11,"[41, 125]","[26, 27]","[14, 14]"
6130,26,"[80, 102]","[25, 25]","[18, 18]"
1180,24,"[27, 43]","[25, 25]","[13, 13]"
820,36,"[36, 47]","[26, 26]","[15, 15]"
3880,23,"[66, 84]","[26, 27]","[11, 12]"
7660,39,"[68, 85]","[25, 25]","[14, 14]"
3610,29,"[45, 57]","[24, 24]","[12, 12]"
4510,36,"[119, 134]","[24, 24]","[14, 14]"
8650,19,"[41, 94]","[24, 27]","[9, 13]"
4060,40,"[97, 115]","[24, 24]","[13, 13]"
4510,22,"[47, 55]","[24, 24]","[10, 10]"
3520,6,"[51, 132]","[24, 25]","[12, 13]"
1180,18,"[32, 42]","[26, 26]","[14, 14]"
8290,35,"[140, 155]","[27, 27]","[14, 14]"
640,7,"[12, 17]","[24, 24]","[12, 12]"
5140,46,"[44, 51]","[24, 26]","[11, 11]"
8020,8,"[144, 161]","[26, 26]","[12, 12]"
3160,18,"[85, 98]","[24, 24]","[11, 11]"
7840,41,"[54, 66]","[27, 27]","[14, 14]"
1540,20,"[37, 72]","[24, 25]","[11, 11]"
1540,34,"[26, 34]","[26, 26]","[12, 12]"
8020,28,"[223, 235]","[25, 25]","[10, 10]"
5680,39,"[75, 88]","[25, 25]","[15, 15]"
370,10,"[22, 28]","[24, 25]","[12, 12]"
8290,21,"[162, 174]","[26, 26]","[14, 14]"
3160,24,"[57, 65]","[25, 25]","[13, 13]"
5680,11,"[107, 141]","[24, 24]","[15, 15]"
370,38,"[23, 31]","[24, 26]","[11, 12]"
1720,22,"[43, 57]","[25, 25]","[12, 12]"
5320,44,"[95, 105]","[24, 24]","[11, 11]"
5320,50,"[71, 87]","[24, 24]","[14, 14]"
1720,36,"[35, 55]","[26, 29]","[12, 16]"
3160,30,"[69, 80]","[25, 25]","[12, 12]"
8020,14,"[136, 146]","[25, 25]","[12, 12]"
1090,35,"[23, 27]","[26, 26]","[9, 9]"
3700,10,"[63, 89]","[24, 25]","[11, 13]"
5590,47,"[130, 142]","[26, 26]","[13, 13]"
2170,2,"[2, 9]","[6, 6]","[3, 3]"
7930,15,"[75, 90]","[25, 27]","[13, 13]"
2080,10,"[30, 39]","[26, 26]","[11, 11]"
8740,20,"[249, 273]","[25, 25]","[13, 13]"
9010,17,"[56, 73]","[24, 24]","[14, 14]"
8740,34,"[95, 219]","[24, 25]","[11, 12]"
9370,29,"[130, 145]","[25, 25]","[15, 15]"
1090,21,"[23, 32]","[25, 25]","[14, 14]"
2800,46,"[40, 78]","[24, 26]","[11, 12]"
7210,9,"[27, 38]","[26, 26]","[11, 11]"
7930,29,"[74, 84]","[24, 24]","[11, 11]"
10,41,"[2, 6]","[13, 13]","[3, 3]"
4960,9,"[49, 117]","[26, 26]","[13, 13]"
9370,15,"[87, 107]","[24, 24]","[12, 12]"
2080,38,"[48, 58]","[24, 24]","[12, 12]"
3700,38,"[24, 34]","[25, 25]","[11, 11]"
9460,49,"[110, 166]","[26, 27]","[14, 14]"
5050,43,"[78, 91]","[24, 24]","[13, 13]"
8380,30,"[169, 193]","[25, 25]","[14, 14]"
1450,25,"[25, 78]","[25, 27]","[12, 12]"
1450,31,"[55, 60]","[25, 25]","[13, 13]"
2350,48,"[65, 77]","[25, 25]","[13, 13]"
4600,6,"[120, 133]","[25, 25]","[15, 15]"
8380,24,"[107, 125]","[25, 26]","[11, 14]"
2440,14,"[53, 65]","[26, 26]","[15, 15]"
1630,27,"[58, 69]","[26, 26]","[14, 14]"
100,17,"[9, 12]","[25, 25]","[10, 10]"
3070,21,"[88, 96]","[28, 28]","[13, 13]"
1450,19,"[27, 57]","[24, 25]","[12, 13]"
5230,41,"[74, 87]","[24, 24]","[14, 14]"
9820,27,"[126, 143]","[26, 26]","[14, 14]"
2620,16,"[48, 67]","[24, 24]","[13, 13]"
9820,33,"[147, 232]","[25, 26]","[12, 14]"
4600,48,"[104, 119]","[26, 26]","[14, 14]"
3070,35,"[47, 67]","[26, 26]","[12, 12]"
8380,18,"[25, 208]","[25, 27]","[13, 14]"
2440,28,"[57, 77]","[25, 25]","[11, 11]"
1630,33,"[31, 39]","[27, 27]","[13, 13]"
7570,47,"[39, 49]","[27, 27]","[13, 13]"
9820,25,"[16, 117]","[24, 24]","[10, 10]"
5230,43,"[61, 73]","[26, 26]","[13, 13]"
3070,23,"[114, 126]","[26, 26]","[14, 14]"
100,15,"[9, 21]","[19, 19]","[7, 7]"
1630,25,"[38, 84]","[25, 25]","[11, 11]"
4690,8,"[95, 116]","[24, 24]","[13, 13]"
7570,45,"[79, 93]","[25, 25]","[12, 12]"
1630,31,"[60, 69]","[25, 25]","[12, 12]"
3070,37,"[22, 58]","[24, 25]","[9, 16]"
9820,31,"[52, 63]","[25, 25]","[13, 13]"
2620,14,"[32, 49]","[26, 26]","[17, 17]"
9820,19,"[168, 205]","[27, 27]","[15, 16]"
1450,27,"[18, 29]","[27, 27]","[13, 13]"
1630,19,"[37, 48]","[24, 24]","[12, 12]"
8380,32,"[47, 61]","[26, 26]","[17, 17]"
5050,41,"[72, 108]","[24, 26]","[10, 13]"
100,29,"[8, 9]","[20, 20]","[8, 8]"
730,9,"[26, 28]","[24, 24]","[15, 15]"
2440,16,"[62, 69]","[27, 27]","[13, 13]"
8380,26,"[127, 156]","[26, 26]","[14, 14]"
4600,4,"[106, 127]","[24, 26]","[14, 15]"
2620,28,"[17, 26]","[24, 24]","[10, 10]"
1450,33,"[19, 28]","[28, 28]","[12, 12]"
2800,44,"[95, 109]","[25, 25]","[12, 12]"
7300,48,"[50, 167]","[27, 27]","[12, 15]"
9010,29,"[118, 135]","[26, 26]","[14, 14]"
5140,8,"[65, 77]","[24, 24]","[12, 12]"
9370,17,"[46, 61]","[24, 25]","[10, 13]"
10,43,"[2, 7]","[13, 13]","[6, 6]"
2800,50,"[45, 58]","[26, 26]","[14, 14]"
6580,48,"[69, 80]","[26, 26]","[12, 12]"
9010,15,"[26, 49]","[24, 26]","[10, 14]"
8740,22,"[15, 24]","[27, 27]","[10, 10]"
2080,12,"[50, 56]","[24, 24]","[12, 12]"
7930,17,"[138, 147]","[26, 26]","[13, 13]"
5410,9,"[30, 87]","[24, 25]","[11, 15]"
5590,45,"[114, 138]","[26, 26]","[14, 14]"
3700,12,"[31, 39]","[26, 26]","[13, 13]"
1090,37,"[20, 29]","[24, 24]","[11, 11]"
1090,23,"[29, 41]","[24, 26]","[11, 11]"
1810,49,"[73, 94]","[25, 25]","[13, 13]"
8740,36,"[91, 101]","[26, 26]","[12, 12]"
5320,46,"[51, 62]","[26, 26]","[11, 11]"
1720,20,"[57, 88]","[23, 27]","[9, 13]"
5680,13,"[131, 156]","[24, 24]","[10, 10]"
3160,26,"[23, 34]","[25, 25]","[12, 12]"
8020,16,"[49, 114]","[25, 27]","[11, 13]"
3160,32,"[79, 93]","[26, 26]","[12, 12]"
1720,34,"[40, 50]","[27, 27]","[14, 14]"
1540,22,"[65, 72]","[24, 24]","[15, 15]"
7840,43,"[66, 81]","[26, 26]","[10, 10]"
640,5,"[29, 36]","[24, 24]","[9, 12]"
5140,44,"[31, 45]","[26, 26]","[11, 11]"
8290,37,"[83, 96]","[26, 26]","[12, 12]"
5140,50,"[68, 84]","[25, 25]","[11, 11]"
5770,8,"[75, 115]","[26, 27]","[12, 16]"
8290,23,"[219, 242]","[26, 26]","[13, 13]"
2260,8,"[76, 88]","[24, 24]","[11, 11]"
370,12,"[21, 29]","[23, 23]","[11, 11]"
1540,36,"[80, 89]","[25, 26]","[12, 14]"
4510,34,"[92, 111]","[26, 26]","[11, 11]"
6130,18,"[20, 31]","[25, 25]","[13, 13]"
3520,4,"[39, 50]","[25, 25]","[11, 11]"
100,9,"[9, 17]","[21, 23]","[9, 10]"
4510,20,"[48, 57]","[25, 25]","[12, 12]"
4060,42,"[97, 107]","[24, 24]","[12, 12]"
9100,38,"[111, 131]","[25, 25]","[11, 11]"
3070,5,"[87, 127]","[25, 26]","[12, 18]"
8650,27,"[144, 164]","[27, 27]","[14, 14]"
9100,10,"[20, 28]","[24, 24]","[14, 14]"
1180,32,"[37, 70]","[23, 25]","[11, 14]"
6130,30,"[146, 165]","[26, 26]","[13, 13]"
3880,35,"[124, 137]","[26, 26]","[14, 14]"
3610,17,"[71, 83]","[28, 28]","[13, 13]"
190,5,"[12, 18]","[22, 23]","[13, 13]"
820,20,"[14, 26]","[25, 25]","[12, 12]"
3880,21,"[20, 33]","[27, 27]","[11, 11]"
820,34,"[45, 55]","[24, 24]","[14, 14]"
1180,26,"[60, 71]","[23, 23]","[12, 12]"
6130,24,"[75, 99]","[25, 25]","[10, 15]"
7660,13,"[120, 130]","[28, 28]","[14, 14]"
8650,33,"[48, 64]","[24, 24]","[10, 10]"
2530,42,"[61, 116]","[24, 27]","[13, 14]"
1180,2,"[10, 30]","[22, 22]","[8, 8]"
6490,2,"[3, 16]","[13, 13]","[6, 6]"
190,16,"[14, 20]","[23, 23]","[11, 11]"
3250,29,"[45, 62]","[25, 25]","[13, 13]"
4150,36,"[40, 87]","[25, 26]","[13, 15]"
9280,45,"[90, 103]","[26, 26]","[14, 14]"
6850,31,"[112, 125]","[26, 26]","[15, 15]"
6850,25,"[25, 98]","[24, 26]","[10, 11]"
4690,49,"[139, 173]","[26, 26]","[12, 12]"
4420,40,"[103, 115]","[26, 26]","[13, 13]"
4150,22,"[118, 135]","[27, 27]","[13, 13]"
7120,6,"[48, 103]","[24, 26]","[11, 12]"
4330,34,"[127, 142]","[25, 25]","[13, 13]"
3250,15,"[49, 60]","[26, 26]","[11, 11]"
910,40,"[33, 42]","[27, 27]","[12, 12]"
2170,40,"[45, 84]","[24, 25]","[12, 17]"
6850,19,"[98, 105]","[26, 26]","[12, 12]"
4330,20,"[140, 155]","[24, 24]","[14, 14]"
8920,46,"[49, 61]","[24, 24]","[13, 13]"
3520,24,"[28, 49]","[26, 29]","[11, 12]"
1360,22,"[42, 49]","[26, 26]","[15, 15]"
730,38,"[27, 31]","[25, 25]","[15, 15]"
7480,17,"[50, 63]","[24, 24]","[10, 10]"
8560,14,"[40, 120]","[24, 25]","[11, 13]"
2890,47,"[32, 46]","[25, 25]","[12, 12]"
7120,42,"[161, 180]","[27, 27]","[12, 12]"
8740,3,"[19, 195]","[24, 25]","[12, 14]"
2890,6,"[67, 80]","[25, 25]","[11, 11]"
4060,8,"[19, 30]","[26, 26]","[12, 12]"
550,12,"[26, 37]","[29, 29]","[16, 16]"
1360,36,"[44, 55]","[27, 27]","[15, 15]"
3790,39,"[61, 84]","[24, 25]","[14, 14]"
3520,30,"[34, 44]","[25, 25]","[12, 12]"
9640,41,"[54, 63]","[24, 24]","[12, 12]"
5500,46,"[21, 45]","[24, 25]","[9, 11]"
3790,11,"[41, 52]","[24, 24]","[11, 11]"
3520,18,"[14, 26]","[26, 26]","[11, 11]"
1000,34,"[27, 38]","[24, 24]","[13, 13]"
6670,49,"[45, 206]","[24, 26]","[13, 14]"
8560,28,"[38, 50]","[27, 27]","[12, 12]"
4960,12,"[43, 62]","[24, 24]","[13, 13]"
1000,20,"[33, 41]","[26, 26]","[13, 13]"
730,10,"[28, 42]","[25, 27]","[13, 16]"
5950,11,"[75, 85]","[25, 25]","[14, 14]"
6940,34,"[66, 80]","[24, 24]","[10, 10]"
3610,9,"[91, 108]","[24, 24]","[11, 11]"
9190,6,"[47, 97]","[25, 25]","[11, 11]"
9730,15,"[31, 40]","[24, 24]","[13, 13]"
6940,20,"[145, 158]","[27, 27]","[15, 15]"
3340,38,"[28, 138]","[25, 28]","[13, 16]"
8920,9,"[122, 141]","[25, 25]","[12, 12]"
3340,10,"[57, 70]","[28, 28]","[13, 13]"
8200,34,"[54, 94]","[25, 26]","[10, 14]"
640,50,"[18, 27]","[25, 25]","[13, 13]"
640,44,"[17, 23]","[27, 27]","[11, 11]"
9730,29,"[68, 79]","[24, 24]","[11, 11]"
8200,20,"[34, 134]","[24, 26]","[11, 14]"
9550,17,"[114, 143]","[25, 25]","[14, 14]"
8830,43,"[57, 74]","[25, 25]","[13, 13]"
5950,39,"[101, 230]","[25, 25]","[10, 15]"
3340,8,"[24, 35]","[26, 26]","[12, 12]"
7570,2,"[7, 17]","[18, 18]","[7, 7]"
1270,27,"[27, 37]","[26, 26]","[14, 14]"
3430,21,"[37, 90]","[26, 27]","[11, 15]"
7030,47,"[43, 53]","[26, 26]","[14, 14]"
9910,45,"[30, 39]","[26, 26]","[13, 13]"
2980,42,"[80, 94]","[25, 25]","[12, 12]"
8470,11,"[33, 72]","[24, 24]","[11, 13]"
9640,6,"[271, 287]","[26, 26]","[12, 12]"
2260,16,"[27, 38]","[25, 25]","[13, 13]"
4240,48,"[32, 115]","[24, 27]","[11, 16]"
5770,41,"[82, 96]","[25, 25]","[13, 13]"
3430,35,"[100, 128]","[25, 25]","[14, 14]"
6310,12,"[50, 62]","[25, 25]","[14, 14]"
1270,33,"[26, 41]","[25, 27]","[9, 11]"
5410,43,"[46, 61]","[27, 27]","[13, 13]"
280,40,"[20, 30]","[22, 22]","[10, 10]"
3970,6,"[22, 33]","[27, 27]","[11, 11]"
9190,13,"[56, 119]","[25, 26]","[13, 15]"
4870,17,"[52, 66]","[26, 26]","[15, 15]"
2710,48,"[113, 130]","[24, 24]","[13, 13]"
8470,39,"[80, 103]","[24, 24]","[12, 12]"
8470,38,"[139, 158]","[26, 26]","[12, 12]"
2710,49,"[66, 78]","[24, 24]","[12, 12]"
4870,16,"[53, 65]","[24, 24]","[12, 12]"
280,41,"[21, 47]","[23, 23]","[12, 13]"
5410,42,"[155, 171]","[27, 27]","[15, 15]"
9190,12,"[24, 35]","[25, 25]","[12, 12]"
3970,7,"[49, 62]","[26, 26]","[10, 10]"
4240,49,"[33, 88]","[25, 25]","[11, 12]"
2260,17,"[35, 44]","[25, 25]","[12, 12]"
9640,7,"[124, 148]","[26, 26]","[14, 14]"
9910,50,"[148, 166]","[27, 27]","[14, 15]"
1270,32,"[58, 68]","[25, 25]","[14, 14]"
6310,13,"[71, 84]","[25, 25]","[13, 13]"
3430,34,"[110, 124]","[25, 25]","[16, 16]"
5770,40,"[50, 148]","[24, 25]","[12, 13]"
3430,20,"[146, 167]","[26, 26]","[13, 13]"
1270,26,"[41, 51]","[26, 26]","[11, 11]"
8470,10,"[79, 90]","[27, 27]","[12, 12]"
2980,43,"[47, 97]","[24, 25]","[11, 11]"
9910,44,"[95, 131]","[24, 24]","[14, 14]"
7030,46,"[132, 142]","[24, 24]","[12, 12]"
9730,28,"[108, 128]","[24, 25]","[12, 14]"
640,45,"[16, 29]","[26, 26]","[13, 13]"
7570,3,"[5, 17]","[19, 19]","[7, 7]"
3340,9,"[73, 90]","[26, 26]","[13, 13]"
5950,38,"[18, 146]","[25, 25]","[11, 14]"
8830,42,"[81, 96]","[25, 25]","[12, 12]"
9550,16,"[44, 60]","[26, 26]","[14, 14]"
8200,21,"[20, 47]","[24, 25]","[12, 12]"
3340,11,"[48, 57]","[24, 24]","[13, 13]"
8200,35,"[27, 36]","[27, 27]","[11, 11]"
8920,8,"[57, 140]","[24, 28]","[13, 15]"
6940,21,"[111, 122]","[25, 25]","[13, 13]"
9730,14,"[71, 85]","[25, 25]","[13, 13]"
9190,7,"[106, 118]","[24, 24]","[12, 12]"
3340,39,"[23, 84]","[24, 28]","[11, 12]"
5950,10,"[50, 60]","[26, 26]","[12, 12]"
3610,8,"[23, 38]","[25, 25]","[12, 12]"
6940,35,"[74, 85]","[25, 25]","[12, 12]"
4960,13,"[51, 77]","[24, 25]","[12, 13]"
730,11,"[37, 43]","[24, 24]","[15, 15]"
1000,21,"[41, 46]","[29, 29]","[12, 12]"
1000,35,"[56, 65]","[27, 27]","[16, 16]"
3520,19,"[49, 61]","[26, 26]","[11, 11]"
3790,10,"[62, 129]","[26, 26]","[14, 15]"
5500,47,"[55, 68]","[27, 27]","[14, 14]"
8560,29,"[61, 72]","[24, 24]","[11, 11]"
6670,48,"[79, 106]","[25, 26]","[12, 14]"
550,13,"[25, 28]","[26, 26]","[13, 13]"
2890,7,"[60, 80]","[27, 27]","[13, 13]"
4060,9,"[109, 131]","[27, 27]","[17, 17]"
8740,2,"[3, 14]","[15, 15]","[5, 5]"
9640,40,"[71, 111]","[25, 27]","[13, 15]"
3520,31,"[96, 106]","[26, 26]","[16, 16]"
3790,38,"[91, 104]","[25, 25]","[15, 15]"
1360,37,"[36, 57]","[26, 26]","[13, 13]"
7480,16,"[128, 219]","[25, 26]","[12, 12]"
730,39,"[20, 32]","[26, 26]","[12, 12]"
1360,23,"[65, 72]","[24, 24]","[11, 11]"
3520,25,"[65, 74]","[26, 26]","[11, 11]"
7120,43,"[49, 299]","[25, 26]","[12, 14]"
2890,46,"[20, 30]","[24, 24]","[11, 11]"
8560,15,"[39, 53]","[26, 26]","[13, 13]"
6850,18,"[49, 72]","[26, 26]","[12, 12]"
2170,41,"[26, 43]","[25, 26]","[11, 14]"
8920,47,"[252, 263]","[27, 27]","[13, 13]"
4330,21,"[28, 35]","[25, 25]","[12, 12]"
910,41,"[30, 33]","[24, 24]","[14, 14]"
3250,14,"[18, 28]","[26, 26]","[12, 12]"
4330,35,"[22, 32]","[25, 25]","[14, 14]"
9280,50,"[90, 105]","[25, 25]","[11, 11]"
4150,23,"[97, 104]","[24, 24]","[16, 16]"
4420,41,"[14, 50]","[24, 24]","[12, 12]"
4690,48,"[47, 61]","[26, 26]","[13, 13]"
6850,24,"[91, 102]","[25, 25]","[12, 12]"
7120,7,"[46, 58]","[24, 24]","[13, 13]"
3250,28,"[54, 100]","[25, 26]","[12, 15]"
190,17,"[14, 19]","[22, 22]","[11, 11]"
6490,3,"[23, 31]","[25, 25]","[11, 11]"
1180,3,"[9, 15]","[22, 22]","[10, 10]"
6850,30,"[169, 178]","[25, 25]","[13, 13]"
9280,44,"[101, 269]","[27, 27]","[13, 14]"
4150,37,"[57, 66]","[26, 26]","[12, 12]"
7660,12,"[61, 74]","[24, 24]","[12, 12]"
6130,25,"[14, 98]","[24, 26]","[11, 13]"
1180,27,"[47, 73]","[24, 24]","[10, 10]"
820,35,"[25, 34]","[27, 27]","[15, 15]"
3880,20,"[79, 87]","[24, 24]","[14, 14]"
2530,43,"[27, 35]","[27, 27]","[12, 12]"
8650,32,"[102, 145]","[24, 25]","[12, 12]"
9100,11,"[100, 111]","[24, 24]","[10, 10]"
8650,26,"[15, 26]","[24, 24]","[9, 9]"
3070,4,"[24, 77]","[24, 25]","[14, 14]"
820,21,"[25, 40]","[24, 24]","[13, 13]"
190,4,"[12, 16]","[25, 25]","[11, 11]"
3880,34,"[52, 61]","[24, 24]","[10, 10]"
3610,16,"[33, 47]","[25, 25]","[11, 11]"
6130,31,"[71, 156]","[25, 25]","[12, 13]"
1180,33,"[48, 57]","[26, 26]","[14, 14]"
3520,5,"[45, 52]","[26, 26]","[13, 13]"
6130,19,"[32, 42]","[25, 25]","[12, 12]"
9100,39,"[95, 141]","[25, 26]","[12, 14]"
4060,43,"[63, 129]","[24, 24]","[12, 12]"
100,8,"[10, 15]","[23, 23]","[11, 11]"
4510,21,"[89, 114]","[25, 25]","[11, 11]"
4510,35,"[68, 78]","[25, 25]","[13, 13]"
370,13,"[12, 18]","[25, 26]","[11, 15]"
2260,9,"[20, 31]","[25, 25]","[10, 10]"
8290,22,"[38, 69]","[26, 26]","[13, 13]"
5770,9,"[67, 78]","[25, 25]","[14, 14]"
1540,37,"[13, 66]","[24, 26]","[11, 15]"
1540,23,"[12, 16]","[26, 26]","[10, 10]"
8290,36,"[72, 81]","[25, 25]","[12, 12]"
5140,45,"[58, 65]","[27, 27]","[12, 12]"
640,4,"[3, 6]","[15, 15]","[7, 7]"
7840,42,"[101, 172]","[24, 25]","[13, 16]"
1720,35,"[55, 64]","[24, 24]","[13, 13]"
8020,17,"[175, 192]","[25, 25]","[13, 13]"
3160,33,"[95, 105]","[26, 26]","[11, 11]"
5320,47,"[153, 200]","[24, 25]","[12, 14]"
3160,27,"[17, 27]","[24, 24]","[12, 12]"
5680,12,"[68, 80]","[26, 26]","[16, 16]"
1720,21,"[41, 50]","[26, 26]","[12, 12]"
1810,48,"[40, 84]","[24, 25]","[13, 13]"
5590,50,"[97, 112]","[26, 26]","[12, 12]"
1090,22,"[47, 52]","[25, 25]","[16, 16]"
8740,37,"[150, 168]","[27, 27]","[12, 12]"
2170,1,"[0, 2]","[2, 4]","[1, 1]"
